title,release-time,genre,national,total_revenue,movie_rating,num_off_screen,screen_share,fsd_num_off_box,num_off_box
코드네임 제로니모,2012.12.13,action,America,145151000.0,6.24,108,3.1,6818,23462
언프렌드,2017.2.9,thriller,German,185898900.0,5.24,179,3.0,8644,23450
꼬마마녀 요요와 네네,2013.12.25,animation,Japan,152193000.0,9.04,90,1.9,11942,23057
비정한 도시,2012.10.25,mystery,SouthKorea,161959057.0,4.52,172,5.8,9747,22900
"봄, 눈",2012.4.26,dramas,SouthKorea,143518000.0,7.35,118,3.9,7188,22870
알렉스 크로스,2013.3.14,action,America,162716000.0,8.14,162,4.6,8153,22771
펭이와 친구들의 남극대모험,2018.2.28,animation,China,168968800.0,4.1,233,3.7,12674,22695
히어로,2013.10.8,family,SouthKorea,148940000.0,6.17,179,4.6,12293,22617
마징가 Z: 인피니티,2018.5.17,animation,Japan,183107900.0,7.14,332,5.7,3719,22407
스킵트레이스: 합동수사,2016.8.31,action,Hongkong,163700300.0,6.51,244,4.2,7625,22350
파워배틀 와치카: 와치가면의 역습,2017.6.1,animation,SouthKorea,153909000.0,8.52,246,4.5,2503,22110
엔들리스 러브,2014.3.13,dramas,America,165237000.0,7.58,210,5.1,8822,22091
드래곤볼 Z : 부활의 F,2015.10.1,animation,Japan,164947600.0,5.9,76,1.5,5025,22025
터닝메카드W: 반다인의 비밀 특별판,2018.2.8,animation,SouthKorea,164797700.0,6.41,168,2.5,3417,21947
레이드 : 첫번째 습격,2012.5.17,action,Indonesia,163320500.0,7.85,120,3.8,8387,21705
시크릿 인 데어 아이즈,2016.4.27,mystery,America,162031200.0,7.55,186,4.0,5406,21692
히야,2016.3.10,dramas,SouthKorea,173844100.0,8.39,124,2.6,6694,21687
차일드 44,2015.5.28,thriller,America,168643231.0,8.17,145,3.6,6508,21604
빌리 엘리어트 뮤지컬 라이브,2014.11.27,musical,America,395284000.0,9.27,37,1.0,1805,21571
유고와 라라 : 신비의 숲 어드벤처,2014.10.2,animation,China,146859000.0,8.26,167,3.8,13373,21053
아기기린 자라파,2013.2.14,animation,France,133077000.0,8.93,87,2.3,3365,20811
플라이트,2013.2.28,dramas,America,150391500.0,8.07,79,2.2,8579,20491
극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,2014.8.7,animation,SouthKorea,133926800.0,7.81,91,2.2,7338,20175
완전 소중한 사랑,2013.11.21,dramas,SouthKorea,127694500.0,8.43,66,1.7,13024,20063
극장판 어드벤처 타임: 비밀의 아일랜드,2017.4.13,animation,America,163679600.0,8.16,125,2.2,1728,19986
빌리 진 킹: 세기의 대결,2017.11.16,comedy,America,158734000.0,7.35,135,2.3,4300,19952
나의 히어로 아카데미아 더 무비: 두 명의 히어로,2019.5.16,animation,Japan,162979210.0,9.38,85,1.5,4492,19917
파괴자들,2012.10.31,action,America,141102068.0,6.86,171,5.5,4938,19716
극장판 가면라이더 이그제이드: 트루 엔딩,2018.10.9,action,Japan,154121050.0,8.43,326,5.6,11460,19598
웨딩스캔들,2012.9.6,comedy,SouthKorea,124977000.0,5.45,121,3.4,3725,19569
스페이스 독 2,2014.12.11,animation,Russia,121383600.0,7.31,108,2.2,3159,19445
마릴린 먼로와 함께한 일주일,2012.2.29,dramas,England,148370000.0,7.94,81,2.4,6563,19387
부도리의 꿈,2013.1.30,animation,Japan,123582500.0,5.09,117,3.2,3514,18940
슬립리스: 크리미널 나이트,2017.3.8,action,America,146025800.0,6.29,158,2.9,5325,18740
꼬마영웅 바비,2018.5.30,animation,China,138398000.0,8.14,317,5.0,3324,18509
트와이스랜드,2018.12.7,documentry,SouthKorea,153765000.0,9.16,53,0.9,11520,18252
액슬,2018.10.18,action,America,153698800.0,6.98,149,2.6,5311,18219
은혼,2017.12.7,action,Japan,147645500.0,7.19,137,2.1,6967,18172
스페이스 치킨: 마법 부적의 비밀,2018.10.25,animation,America,124899500.0,7.48,273,4.6,1704,18169
버스 657,2016.1.14,action,America,143676000.0,7.95,161,2.7,5447,18042
인카네이트,2017.5.25,thriller,America,142090200.0,6.48,229,4.5,7042,18028
본타: 땅콩왕국의 전설,2014.10.30,animation,China,127508200.0,5.82,179,3.9,849,18022
캡틴 하록,2014.1.16,animation,Japan,134005500.0,7.54,120,2.6,6306,17977
퍼펙트,2013.9.25,action,America,116662500.0,6.82,136,3.7,5308,17916
이별계약,2013.6.20,melo/romance,SouthKorea,127495500.0,8.33,63,2.0,4526,17797
로빈슨의 언더워터 어드벤처,2018.11.15,animation,Russia,125199550.0,6.23,216,3.5,1806,17674
미라클 프롬 헤븐,2016.5.25,dramas,America,119875500.0,8.19,92,1.8,3163,17625
킨: 더 비기닝,2018.10.11,mystery,America,151798300.0,6.64,167,2.8,5294,17543
혼스,2014.11.27,fantasy,America,137324715.0,7.32,166,3.9,5804,17535
빌리어네어 보이즈클럽,2019.1.10,dramas,America,153885800.0,4.92,166,2.5,6957,17410
밀리언 웨이즈,2014.6.12,comedy,America,134249300.0,7.34,194,5.0,7276,17373
유아 낫 유,2015.1.21,dramas,America,138505400.0,8.73,103,2.1,7495,17372
엘리아스: 바다의 보물을 찾아라!,2014.10.23,animation,Norway,119762600.0,8.13,199,4.3,1470,17305
프렌즈: 둥지탈출,2019.5.1,animation,German,115993260.0,8.66,184,3.5,4647,16955
프라이버시,2014.3.20,crime,England,122664928.0,7.38,165,4.0,9828,16936
하늘이 보내준 딸,2012.4.19,family,India,113583500.0,8.67,107,3.5,3691,16875
비스트 앵콜 콘서트 3D,2012.2.29,show,SouthKorea,171432000.0,9.02,75,2.0,12391,16844
주문은 토끼입니까?? ~디어 마이 시스터~,2018.1.18,animation,Japan,121079000.0,4.64,84,1.5,8195,16655
호비와 동화나라 대모험,2016.12.8,animation,Japan,115425000.0,8.59,81,1.5,2336,16620
오드토머스,2014.8.27,action,America,123233800.0,7.86,165,3.7,7696,16555
바니부기: 드래곤 에그를 찾아서,2018.9.12,animation,China,122931400.0,7.3,280,5.0,1587,16505
아기곰 보보 구출 대작전,2018.4.25,animation,Norway,117475900.0,7.46,207,4.0,1489,16447
가구야공주 이야기,2014.6.4,animation,Japan,125582300.0,8.21,77,2.0,4464,16439
링스,2017.4.6,horror,America,135470800.0,4.83,123,2.1,5296,16199
예전부터 계속 좋아했어 ~고백실행위원회~,2016.9.29,animation,Japan,120601500.0,7.94,77,1.4,2656,16187
베이트,2013.8.8,horror,Australia,108522500.0,5.23,59,1.4,7854,16091
스파이 게임,2017.9.14,action,England,122840172.0,7.58,203,3.6,6033,15986
호비와 매직 아일랜드,2018.6.6,animation,Japan,114264000.0,9.1,114,2.2,5127,15942
아기돼지 3형제와 쿵푸랜드,2018.2.1,animation,China,103627100.0,9.13,154,2.2,2379,15885
어바웃 리키,2015.9.3,dramas,America,118503900.0,8.01,123,2.7,4560,15867
키즈모노가타리 II : 열혈편,2016.10.20,animation,Japan,122123000.0,8.45,69,1.3,4625,15800
극장판 샤이닝스타:새로운 루나퀸의 탄생!,2019.7.18,animation,SouthKorea,129098700.0,9.12,117,1.8,5025,15785
킹 오브 프리즘 -샤이니 세븐 스타즈-,2019.3.7,animation,Japan,135322210.0,2.12,43,0.7,3959,15597
런던 블러바드,2012.9.20,crime,America,107401000.0,5.89,131,3.8,6951,15539
아메리칸 파이: 19금 동창회,2012.8.9,comedy,America,113072000.0,8.13,117,3.3,6485,15431
볼츠와 블립,2012.2.23,animation,SouthKorea,161329000.0,7.7,61,1.5,2680,15386
아스테릭스: 신들의 전당,2015.4.30,animation,France,108464000.0,8.77,104,2.2,3749,15315
아이 인 더 스카이,2016.7.14,war,England,116603200.0,8.26,205,4.1,5153,15258
토마스와 친구들: 잃어버린 왕관,2014.11.13,animation,England,110482700.0,8.38,110,2.6,1390,15202
호비와 무지개 오아시스 대모험,2017.9.7,animation,Japan,104470000.0,8.84,103,1.6,1902,15101
호비와 후후의 대모험: 무지개꽃을 구하라,2013.9.26,animation,Japan,97632500.0,5.54,45,1.1,1157,15050
크리드2,2019.2.21,action,America,122284190.0,8.75,298,4.7,6319,15023
나쁜놈은 죽는다,2016.2.4,comedy,China,115698700.0,3.23,138,2.9,2801,14767
"하늘을 나는 강아지, 비포와 친구들",2014.3.13,animation,Israel,99524400.0,6.17,142,3.2,2722,14746
데드폴,2013.1.23,crime,America,101887000.0,6.51,82,2.1,3073,14744
피노키오의 모험,2014.9.18,animation,German,105233300.0,8.23,54,1.1,700,14557
무수단,2016.3.3,mystery,SouthKorea,112188400.0,3.03,228,4.4,6144,14386
아티스트 봉만대,2013.8.29,comedy,SouthKorea,93817000.0,7.74,131,3.6,6452,14188
킹 오브 프리즘 ?샤이니 세븐 스타즈- IV 루이x신x언노운,2019.5.30,animation,Japan,118122030.0,6.59,30,0.5,2229,13993
프로즌 그라운드,2014.2.6,thriller,America,103660500.0,7.42,88,2.2,4534,13853
헤이츠,2012.12.6,thriller,America,94348000.0,6.61,75,2.1,5078,13747
꼬마비행기 피티와 친구들:사막구출 대작전,2018.11.22,animation,China,95151000.0,1.39,212,3.7,2197,13710
피치 퍼펙트,2013.3.28,comedy,America,90720000.0,7.88,143,4.1,5009,13520
원피스 3D : 밀짚모자 체이스,2012.1.26,animation,Japan,91648500.0,7.15,111,2.9,3343,13475
터미네이터 2 : 심판의 날 감독판,2013.11.14,action,America,96779000.0,9.44,47,1.2,2955,13426
베스트 오브 미,2015.6.18,dramas,America,100915600.0,8.43,118,3.1,4080,13399
토마스와 친구들: 그레이트 레이스,2017.11.30,animation,England,98705400.0,8.13,249,4.3,1640,13314
나이트폴,2012.9.27,action,Hongkong,99076000.0,8.09,108,3.3,4253,13307
키코리키: 시간여행,2019.4.10,animation,Russia,95865460.0,6.48,292,4.2,1192,13222
언더 더 씨2,2019.5.23,animation,America,92593360.0,2.38,269,4.1,1673,13086
더 레이디,2012.9.6,dramas,France,96024000.0,8.82,97,2.9,6189,13051
아바타 정글의 비밀,2014.3.27,animation,China,86145900.0,4.66,162,4.0,1397,12876
세이빙 미스터 뱅크스,2014.4.3,comedy,America,100274300.0,8.55,56,1.6,2487,12831
킥 애스 2 : 겁없는 녀석들,2013.10.17,action,America,92028000.0,8.16,152,4.2,4255,12827
사다코 2,2014.3.13,horror,Japan,92668200.0,4.92,100,2.4,3538,12696
럼 다이어리,2012.9.20,comedy,America,91844000.0,6.03,126,3.7,4664,12685
극장판 토리코 : 미식신의 스페셜메뉴,2013.11.28,animation,Japan,83206000.0,9.08,38,0.9,299,12635
브로큰 시티,2013.4.4,crime,America,90551000.0,5.86,80,2.5,4567,12557
미스터 라잇,2016.6.16,action,America,92430800.0,7.16,92,2.0,3110,12465
피터팬: 후크 선장과 결투의 날,2019.5.30,animation,Ireland,92201100.0,6.53,129,2.2,700,12220
어우동: 주인 없는 꽃,2015.1.29,melo/romance,SouthKorea,60141000.0,4.76,18,0.4,4674,12203
타투,2015.12.10,thriller,SouthKorea,99263100.0,5.54,133,2.4,4026,12103
토마스와 친구들: 블루마운틴 미스터리,2013.10.17,animation,England,80186500.0,8.53,49,1.2,946,12054
리틀 맨하탄,2018.6.27,melo/romance,America,96947500.0,8.65,139,2.6,4182,11909
페어리테일: 봉황의 무녀,2013.2.28,animation,Japan,79291500.0,8.9,50,1.2,6948,11830
검은손,2015.4.16,horror,SouthKorea,89815665.0,3.21,178,4.4,4255,11650
슈퍼히어로,2013.7.31,animation,Peru,73535000.0,7.12,74,1.9,4611,11469
타이치0 3D,2013.7.4,comedy,Hongkong,76315000.0,6.9,116,3.4,9120,11414
출동! 소방관 샘: 외계인 대소동,2018.11.8,animation,England,81998500.0,8.03,152,2.5,1976,11364
키즈모노가타리 III : 냉혈편,2017.5.18,animation,Japan,88623000.0,8.27,81,1.5,3568,11302
카이트,2015.6.11,crime,America,66844000.0,4.49,50,1.3,5287,11287
몽키킹2: 서유기 여정의 시작,2016.5.19,action,China,49077600.0,6.9,54,1.2,2717,11156
익스트림 No.13,2012.10.3,thriller,America,80120516.0,6.33,108,3.4,2910,11130
내가 죽기 전에,2017.12.21,horror,America,38207000.0,8.72,3,0.0,3266,11038
엔드 오브 왓치,2012.12.6,crime,America,81214500.0,8.48,54,1.5,3727,10985
손오공: 돌원숭이의 탄생,2012.9.13,animation,Japan,69621000.0,7.6,83,2.2,1907,10965
퇴마전: 마령검의 비밀,2015.8.27,fantasy,China,65107000.0,4.86,50,1.1,4922,10922
파워캐치 완다: 버그본의 지구 습격,2017.3.9,animation,Japan,86394400.0,5.56,178,2.8,745,10881
이웃집 스타,2017.9.21,comedy,SouthKorea,78213300.0,5.9,256,4.7,4882,10854
아이스맨,2014.3.27,crime,America,10178000.0,7.18,20,0.5,4030,10842
일곱 개의 대죄 : 천공의 포로,2018.11.29,animation,Japan,85536100.0,7.97,88,1.5,3505,10806
택시 5,2018.11.22,action,France,86093100.0,3.76,224,4.1,4560,10768
제 7기사단,2015.9.10,action,SouthKorea,80160964.0,6.85,95,2.1,3128,10710
극장판 빰바라빤쮸: 바나나 왕국의 비밀,2017.2.22,animation,Japan,76934800.0,8.68,140,2.3,3641,10681
쓰리 세컨즈,2019.6.20,dramas,Russia,83005450.0,9.09,183,3.2,3986,10659
파라노만,2013.2.7,animation,America,73311000.0,8.11,54,1.6,2110,10654
슈퍼레이서 엔지,2015.9.10,animation,SouthKorea,73587800.0,8.0,126,2.6,400,10612
추적자,2014.3.6,crime,Japan,6310000.0,2.62,5,0.1,2732,10502
킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,2019.5.2,animation,Japan,88911870.0,6.8,34,0.7,2152,10423
폴라로이드,2019.6.6,horror,America,89812660.0,5.25,141,2.4,5482,10359
당신에게도 사랑이 다시 찾아올까요?,2013.10.17,melo/romance,America,70430500.0,6.77,104,2.9,3941,10328
토마스와 친구들: 우정의 대모험,2018.12.13,animation,England,73707750.0,8.44,196,2.7,3096,10315
드래프트 데이,2014.7.10,dramas,America,74216200.0,8.35,82,2.3,4108,10119
폴라로이드,2015.7.16,dramas,SouthKorea,65317000.0,6.51,27,0.6,6084,10094
